"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash:2.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,GHSA-jf85-cpcp-j695,"CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'), CWE-20 Improper Input Validation",Versions of `lodash` before 4.17.12 are vulnerable to Prototype Pollution.  The function `defaultsDeep` allows a malicious user to modify the prototype of `Object` via `{constructor: {prototype: {...}}}` causing the addition or modification of an existing property that will exist on all objects.  ## Recommendation  Update to version 4.17.12 or later.,NPM,"","","",CRITICAL,9.100000381469727,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash:2.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,CVE-2019-10744,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),Versions of lodash lower than 4.17.12 are vulnerable to Prototype Pollution. The function defaultsDeep could be tricked into adding or modifying properties of Object.prototype using a constructor payload.,NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:N/I:P/A:P,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H/E:3.9/RC:R/MAV:A,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash:2.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,CVE-2020-8203,"CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'), CWE-770 Allocation of Resources Without Limits or Throttling",Prototype pollution attack when using _.zipObjectDeep in lodash before 4.17.20.,NVD,MEDIUM,5.8,/AV:N/AC:M/Au:N/C:N/I:P/A:P,HIGH,7.4,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:H/E:2.2/RC:R/MAV:A,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash:2.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,CVE-2021-23337,CWE-94 Improper Control of Generation of Code ('Code Injection'),Lodash versions prior to 4.17.21 are vulnerable to Command Injection via the template function.,NVD,MEDIUM,6.5,/AV:N/AC:L/Au:S/C:P/I:P/A:P,HIGH,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:1.2/RC:R/MAV:A,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash:2.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,GHSA-35jh-r3h4-6jhm,"CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection'), CWE-94 Improper Control of Generation of Code ('Code Injection')",`lodash` versions prior to 4.17.21 are vulnerable to Command Injection via the template function.,NPM,"","","",HIGH,7.199999809265137,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash:2.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,GHSA-4xc9-xhrj-v574,CWE-400 Uncontrolled Resource Consumption,"Versions of `lodash` before 4.17.11 are vulnerable to prototype pollution.   The vulnerable functions are 'defaultsDeep', 'merge', and 'mergeWith' which allow a malicious user to modify the prototype of `Object` via `{constructor: {prototype: {...}}}` causing the addition or modification of an existing property that will exist on all objects.     ## Recommendation  Update to version 4.17.11 or later.",NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash:2.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,CVE-2018-3721,"CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'), CWE-471 Modification of Assumed-Immutable Data (MAID)","lodash node module before 4.17.5 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via defaultsDeep, merge, and mergeWith functions, which allows a malicious user to modify the prototype of ""Object"" via __proto__, causing the addition or modification of an existing property that will exist on all objects.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:P/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:2.8/RC:R/MAV:A,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash:2.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,CVE-2019-1010266,"CWE-400 Uncontrolled Resource Consumption, CWE-770 Allocation of Resources Without Limits or Throttling","lodash prior to 4.17.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long strings, which the library attempts to match using a regular expression. The fixed version is: 4.17.11.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash:2.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,GHSA-fvqr-27wr-82fm,"CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'), CWE-471 Modification of Assumed-Immutable Data (MAID)","Versions of `lodash` before 4.17.5 are vulnerable to prototype pollution.   The vulnerable functions are 'defaultsDeep', 'merge', and 'mergeWith' which allow a malicious user to modify the prototype of `Object` via `__proto__` causing the addition or modification of an existing property that will exist on all objects.     ## Recommendation  Update to version 4.17.5 or later.",NPM,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash:2.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,CVE-2018-16487,"CWE-400 Uncontrolled Resource Consumption, NVD-CWE-noinfo","A prototype pollution vulnerability was found in lodash <4.17.11 where the functions merge, mergeWith, and defaultsDeep can be tricked into adding or modifying properties of Object.prototype.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,MEDIUM,5.6,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L/E:2.2/RC:R/MAV:A,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash:2.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,GHSA-29mw-wpgm-hmr9,"CWE-400 Uncontrolled Resource Consumption, CWE-1333 Inefficient Regular Expression Complexity","All versions of package lodash prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the `toNumber`, `trim` and `trimEnd` functions.   Steps to reproduce (provided by reporter Liyuan Chen): ```js var lo = require('lodash');  function build_blank(n) {     var ret = ""1""     for (var i = 0; i < n; i++) {         ret += "" ""     }     return ret + ""1""; } var s = build_blank(50000) var time0 = Date.now(); lo.trim(s)  var time_cost0 = Date.now() - time0; console.log(""time_cost0: "" + time_cost0); var time1 = Date.now(); lo.toNumber(s) var time_cost1 = Date.now() - time1; console.log(""time_cost1: "" + time_cost1); var time2 = Date.now(); lo.trimEnd(s); var time_cost2 = Date.now() - time2; console.log(""time_cost2: "" + time_cost2); ```",NPM,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash:2.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,CVE-2020-28500,NVD-CWE-Other,"Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L/E:3.9/RC:R/MAV:A,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash:2.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,GHSA-x5rq-j2xg-h7qm,CWE-400 Uncontrolled Resource Consumption,"lodash prior to 4.7.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long strings, which the library attempts to match using a regular expression. The fixed version is: 4.7.11.",NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",marsdb:0.6.11,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/marsdb:0.6.11,"MarsDB is a lightweight client-side MongoDB-like database, Promise based, written in ES6",MIT,"","",pkg:npm/marsdb@0.6.11,"",GHSA-5mrr-rgp6-x4gr,CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection'),"All versions of `marsdb` are vulnerable to Command Injection. In the `DocumentMatcher` class, selectors on `$where` clauses are passed to a Function constructor unsanitized. This allows attackers to run arbitrary commands in the system when the function is executed.   ## Recommendation  No fix is currently available. Consider using an alternative package until a fix is made available.",NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",micromatch:3.1.10,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?anymatch:2.0.0/micromatch:^3.1.4,Glob matching for javascript/node.js. A drop-in replacement and faster alternative to minimatch and multimatch.,MIT,"","",pkg:npm/micromatch@3.1.10,"",CVE-2024-4067,CWE-1333 Inefficient Regular Expression Complexity,"The NPM package `micromatch` prior to 4.0.8 is vulnerable to Regular Expression Denial of Service (ReDoS). The vulnerability occurs in `micromatch.braces()` in `index.js` because the pattern `.*` will greedily match anything. By passing a malicious payload, the pattern matching will keep backtracking to the input while it doesn't find the closing bracket. As the input size increases, the consumption time will also increase until it causes the application to hang or slow down. There was a merged fix but further testing shows the issue persists. This issue should be mitigated by using a safe pattern that won't start backtracking the regular expression due to greedy matching. This issue was fixed in version 4.0.8.",OSSINDEX,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",micromatch:3.1.10,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?anymatch:2.0.0/micromatch:^3.1.4,Glob matching for javascript/node.js. A drop-in replacement and faster alternative to minimatch and multimatch.,MIT,"","",pkg:npm/micromatch@3.1.10,"",GHSA-952p-6rrq-rcjv,CWE-1333 Inefficient Regular Expression Complexity,"The NPM package `micromatch` prior to version 4.0.8 is vulnerable to Regular Expression Denial of Service (ReDoS). The vulnerability occurs in `micromatch.braces()` in `index.js` because the pattern `.*` will greedily match anything. By passing a malicious payload, the pattern matching will keep backtracking to the input while it doesn't find the closing bracket. As the input size increases, the consumption time will also increase until it causes the application to hang or slow down. There was a merged fix but further testing shows the issue persisted prior to https://github.com/micromatch/micromatch/pull/266. This issue should be mitigated by using a safe pattern that won't start backtracking the regular expression due to greedy matching.",NPM,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",minimist:0.2.4,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/minimist:0.2.4,parse argument options,MIT,"","",pkg:npm/minimist@0.2.4,cpe:2.3:a:substack:minimist:0.2.4:*:*:*:*:*:*:*,CVE-2021-44906,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"Minimist <=1.2.5 is vulnerable to Prototype Pollution via file index.js, function setKey() (lines 69-95).",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGHEST,9,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",minimist:0.2.4,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/minimist:0.2.4,parse argument options,MIT,"","",pkg:npm/minimist@0.2.4,cpe:2.3:a:substack:minimist:0.2.4:*:*:*:*:*:*:*,CVE-2020-7598,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"minimist before 1.2.2 could be tricked into adding or modifying properties of Object.prototype using a ""constructor"" or ""__proto__"" payload.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,MEDIUM,5.6,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L/E:2.2/RC:R/MAV:A,HIGHEST,9,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",moment.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/express-jwt/node_modules/moment/moment.js,"","",f542b4c84aa5db62baf27f246f10bbf5,eb4adec77825f18b2e6e8c3aa65f84feecafd2fd,pkg:javascript/moment.js@2.0.0,"",CVE-2017-18214,CWE-400 Uncontrolled Resource Consumption,"The moment module before 2.19.3 for Node.js is prone to a regular expression denial of service via a crafted date string, a different vulnerability than CVE-2016-4055.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",moment.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/express-jwt/node_modules/moment/moment.js,"","",f542b4c84aa5db62baf27f246f10bbf5,eb4adec77825f18b2e6e8c3aa65f84feecafd2fd,pkg:javascript/moment.js@2.0.0,"",CVE-2022-24785,"CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'), CWE-27 Path Traversal: 'dir/../../filename'","Moment.js is a JavaScript date library for parsing, validating, manipulating, and formatting dates. A path traversal vulnerability impacts npm (server) users of Moment.js between versions 1.0.1 and 2.29.1, especially if a user-provided locale string is directly used to switch moment locale. This problem is patched in 2.29.2, and the patch can be applied to all affected versions. As a workaround, sanitize the user-provided locale name before passing it to Moment.js.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N/E:3.9/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",moment.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/express-jwt/node_modules/moment/moment.js,"","",f542b4c84aa5db62baf27f246f10bbf5,eb4adec77825f18b2e6e8c3aa65f84feecafd2fd,pkg:javascript/moment.js@2.0.0,"",CVE-2016-4055,CWE-400 Uncontrolled Resource Consumption,"The duration function in the moment package before 2.11.2 for Node.js allows remote attackers to cause a denial of service (CPU consumption) via a long string, aka a ""regular expression Denial of Service (ReDoS).""",NVD,HIGH,7.8,/AV:N/AC:L/Au:N/C:N/I:N/A:C,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",moment.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/express-jwt/node_modules/moment/moment.js,"","",f542b4c84aa5db62baf27f246f10bbf5,eb4adec77825f18b2e6e8c3aa65f84feecafd2fd,pkg:javascript/moment.js@2.0.0,"",Regular Expression Denial of Service (ReDoS),"",Regular Expression Denial of Service (ReDoS),RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",moment.min.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/express-jwt/node_modules/moment/min/moment.min.js,"","",e8cdc98d1a718ec002f0ba18f2edac0c,84d638fef033968ba31a7e3d7d4bd37522ef102a,pkg:javascript/moment.js@2.0.0,"",CVE-2017-18214,CWE-400 Uncontrolled Resource Consumption,"The moment module before 2.19.3 for Node.js is prone to a regular expression denial of service via a crafted date string, a different vulnerability than CVE-2016-4055.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",moment.min.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/express-jwt/node_modules/moment/min/moment.min.js,"","",e8cdc98d1a718ec002f0ba18f2edac0c,84d638fef033968ba31a7e3d7d4bd37522ef102a,pkg:javascript/moment.js@2.0.0,"",CVE-2022-24785,"CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'), CWE-27 Path Traversal: 'dir/../../filename'","Moment.js is a JavaScript date library for parsing, validating, manipulating, and formatting dates. A path traversal vulnerability impacts npm (server) users of Moment.js between versions 1.0.1 and 2.29.1, especially if a user-provided locale string is directly used to switch moment locale. This problem is patched in 2.29.2, and the patch can be applied to all affected versions. As a workaround, sanitize the user-provided locale name before passing it to Moment.js.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N/E:3.9/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",moment.min.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/express-jwt/node_modules/moment/min/moment.min.js,"","",e8cdc98d1a718ec002f0ba18f2edac0c,84d638fef033968ba31a7e3d7d4bd37522ef102a,pkg:javascript/moment.js@2.0.0,"",CVE-2016-4055,CWE-400 Uncontrolled Resource Consumption,"The duration function in the moment package before 2.11.2 for Node.js allows remote attackers to cause a denial of service (CPU consumption) via a long string, aka a ""regular expression Denial of Service (ReDoS).""",NVD,HIGH,7.8,/AV:N/AC:L/Au:N/C:N/I:N/A:C,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",moment.min.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/express-jwt/node_modules/moment/min/moment.min.js,"","",e8cdc98d1a718ec002f0ba18f2edac0c,84d638fef033968ba31a7e3d7d4bd37522ef102a,pkg:javascript/moment.js@2.0.0,"",Regular Expression Denial of Service (ReDoS),"",Regular Expression Denial of Service (ReDoS),RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",moment:2.0.0,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/moment:2.0.0,"Parse, manipulate, and display dates.","","","",pkg:npm/moment@2.0.0,cpe:2.3:a:momentjs:moment:2.0.0:*:*:*:*:*:*:*,CVE-2017-18214,CWE-400 Uncontrolled Resource Consumption,"The moment module before 2.19.3 for Node.js is prone to a regular expression denial of service via a crafted date string, a different vulnerability than CVE-2016-4055.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",moment:2.0.0,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/moment:2.0.0,"Parse, manipulate, and display dates.","","","",pkg:npm/moment@2.0.0,cpe:2.3:a:momentjs:moment:2.0.0:*:*:*:*:*:*:*,CVE-2022-24785,"CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'), CWE-27 Path Traversal: 'dir/../../filename'","Moment.js is a JavaScript date library for parsing, validating, manipulating, and formatting dates. A path traversal vulnerability impacts npm (server) users of Moment.js between versions 1.0.1 and 2.29.1, especially if a user-provided locale string is directly used to switch moment locale. This problem is patched in 2.29.2, and the patch can be applied to all affected versions. As a workaround, sanitize the user-provided locale name before passing it to Moment.js.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N/E:3.9/RC:R/MAV:A,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",moment:2.0.0,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/moment:2.0.0,"Parse, manipulate, and display dates.","","","",pkg:npm/moment@2.0.0,cpe:2.3:a:momentjs:moment:2.0.0:*:*:*:*:*:*:*,CVE-2016-4055,CWE-400 Uncontrolled Resource Consumption,"The duration function in the moment package before 2.11.2 for Node.js allows remote attackers to cause a denial of service (CPU consumption) via a long string, aka a ""regular expression Denial of Service (ReDoS).""",NVD,HIGH,7.8,/AV:N/AC:L/Au:N/C:N/I:N/A:C,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",mout:1.2.4,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/mout:1.2.4,Modular Utilities,MIT,"","",pkg:npm/mout@1.2.4,cpe:2.3:a:moutjs:mout:1.2.4:*:*:*:*:*:*:*,CVE-2020-7792,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"This affects all versions of package mout. The deepFillIn function can be used to 'fill missing properties recursively', while the deepMixIn 'mixes objects into the target object, recursively mixing existing child objects as well'. In both cases, the key used to access the target object recursively is not checked, leading to a Prototype Pollution.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",mout:1.2.4,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/mout:1.2.4,Modular Utilities,MIT,"","",pkg:npm/mout@1.2.4,cpe:2.3:a:moutjs:mout:1.2.4:*:*:*:*:*:*:*,CVE-2022-21213,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"This affects all versions of package mout. The deepFillIn function can be used to 'fill missing properties recursively', while the deepMixIn mixes objects into the target object, recursively mixing existing child objects as well. In both cases, the key used to access the target object recursively is not checked, leading to exploiting this vulnerability. **Note:** This vulnerability derives from an incomplete fix of [CVE-2020-7792](https://security.snyk.io/vuln/SNYK-JS-MOUT-1014544).",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGHEST,8,"","","","","","","",""
